,hydro_reservoir,wind_fleet,solar_utility,solar_DRE_rooftop,small_hydro
0,0.29285742661979797,0.17900549245148195,0.0,0.0,0.11015648755796387
1,0.29285742661979797,0.1821357094536492,0.0,0.0,0.11015648755796387
2,0.29285742661979797,0.18320336818031593,0.0,0.0,0.11015648755796387
3,0.29285742661979797,0.1821357094536492,0.0,0.0,0.11015648755796387
4,0.29285742661979797,0.17900549245148195,0.0,0.0,0.11015648755796387
5,0.29285742661979797,0.17402603628958363,0.0,0.0,0.11015648755796387
6,0.29285742661979797,0.16753668267644725,0.0945176070652343,0.07059647286798454,0.11015648755796387
7,0.32544088066353805,0.15997967033664418,0.2526468562949572,0.18870533744362017,0.12241254980433647
8,0.35639046426486987,0.1518699971725786,0.39398037983970663,0.29426924844463787,0.13405404191281692
9,0.38415423606781623,0.143760324008513,0.5091224578145814,0.38027041622818514,0.14449721085844835
10,0.40734000462276243,0.13620331166870994,0.5904185530334706,0.44099156394442274,0.15321839254342084
11,0.4247851386790255,0.12971395805557354,0.6324641774509661,0.47239600673103016,0.15978027050156665
12,0.43561486637048863,0.12473450189367521,0.6324641774509661,0.47239600673103016,0.16385380477204825
13,0.43928613992969695,0.12160428489150796,0.5904185530334706,0.44099156394442274,0.1652347313369458
14,0.43561486637048863,0.12053662616484123,0.5091224578145817,0.3802704162281853,0.16385380477204825
15,0.4247851386790255,0.12160428489150793,0.3939803798397068,0.294269248444638,0.15978027050156665
16,0.40734000462276243,0.12473450189367521,0.2526468562949574,0.1887053374436203,0.15321839254342084
17,0.38415423606781623,0.12971395805557354,0.09451760706523468,0.07059647286798483,0.14449721085844835
18,0.35639046426486987,0.13620331166870991,0.0,0.0,0.13405404191281692
19,0.32544088066353805,0.14376032400851296,0.0,0.0,0.12241254980433647
20,0.29285742661979797,0.1518699971725786,0.0,0.0,0.11015648755796387
21,0.29285742661979797,0.15997967033664418,0.0,0.0,0.11015648755796387
22,0.29285742661979797,0.16753668267644725,0.0,0.0,0.11015648755796387
23,0.29285742661979797,0.17402603628958363,0.0,0.0,0.11015648755796387
24,0.29285742661979797,0.18359833989845742,0.0,0.0,0.11015648755796387
25,0.29285742661979797,0.18672855690062468,0.0,0.0,0.11015648755796387
26,0.29285742661979797,0.1877962156272914,0.0,0.0,0.11015648755796387
27,0.29285742661979797,0.18672855690062468,0.0,0.0,0.11015648755796387
28,0.29285742661979797,0.18359833989845742,0.0,0.0,0.11015648755796387
29,0.29285742661979797,0.17861888373655907,0.0,0.0,0.11015648755796387
30,0.29285742661979797,0.1721295301234227,0.09551311139004989,0.07134002844708738,0.11015648755796387
31,0.32544088066353805,0.16457251778361962,0.253402957694722,0.18927007975578108,0.12241254980433647
32,0.35639046426486987,0.15646284461955404,0.3944839830239289,0.2946453964411338,0.13405404191281692
33,0.38415423606781623,0.14835317145548843,0.5093979473659238,0.3804761830820088,0.14449721085844835
34,0.40734000462276243,0.14079615911568535,0.5905223341100972,0.44106907942738705,0.15321839254342084
35,0.4247851386790255,0.13430680550254898,0.6324759697060998,0.47240481452510624,0.15978027050156665
36,0.43561486637048863,0.12932734934065068,0.6324759697060998,0.47240481452510624,0.16385380477204825
37,0.43928613992969695,0.12619713233848343,0.5905223341100972,0.44106907942738705,0.1652347313369458
38,0.43561486637048863,0.1251294736118167,0.5093979473659239,0.3804761830820089,0.16385380477204825
39,0.4247851386790255,0.1261971323384834,0.3944839830239289,0.2946453964411338,0.15978027050156665
40,0.40734000462276243,0.12932734934065068,0.25340295769472226,0.1892700797557813,0.15321839254342084
41,0.38415423606781623,0.13430680550254895,0.09551311139005042,0.07134002844708777,0.14449721085844835
42,0.35639046426486987,0.14079615911568533,0.0,0.0,0.13405404191281692
43,0.32544088066353805,0.14835317145548843,0.0,0.0,0.12241254980433647
44,0.29285742661979797,0.15646284461955404,0.0,0.0,0.11015648755796387
45,0.29285742661979797,0.16457251778361962,0.0,0.0,0.11015648755796387
46,0.29285742661979797,0.1721295301234227,0.0,0.0,0.11015648755796387
47,0.29285742661979797,0.17861888373655907,0.0,0.0,0.11015648755796387
48,0.29285742661979797,0.18200326071951847,0.0,0.0,0.11015648755796387
49,0.29285742661979797,0.18513347772168573,0.0,0.0,0.11015648755796387
50,0.29285742661979797,0.18620113644835246,0.0,0.0,0.11015648755796387
51,0.29285742661979797,0.18513347772168573,0.0,0.0,0.11015648755796387
52,0.29285742661979797,0.18200326071951847,0.0,0.0,0.11015648755796387
53,0.29285742661979797,0.17702380455762015,0.0,0.0,0.11015648755796387
54,0.29285742661979797,0.17053445094448377,0.09650259931184645,0.07207909029379808,0.11015648755796387
55,0.32544088066353805,0.1629774386046807,0.25415424973089945,0.18983122988954748,0.12241254980433647
56,0.35639046426486987,0.1548677654406151,0.3949842674110879,0.29501906558343416,0.13405404191281692
57,0.38415423606781623,0.14675809227654948,0.5096715773023891,0.38068056096445146,0.14449721085844835
58,0.40734000462276243,0.13920107993674644,0.5906254040829563,0.4411460637773761,0.15321839254342084
59,0.4247851386790255,0.13271172632361003,0.6324876805776379,0.4724135615326795,0.15978027050156665
60,0.43561486637048863,0.12773227016171174,0.6324876805776379,0.4724135615326795,0.16385380477204825
61,0.43928613992969695,0.12460205315954447,0.5906254040829563,0.4411460637773761,0.1652347313369458
62,0.43561486637048863,0.12353439443287774,0.5096715773023892,0.3806805609644515,0.16385380477204825
63,0.4247851386790255,0.12460205315954444,0.3949842674110879,0.29501906558343416,0.15978027050156665
